file,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit16,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit17,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit18,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit19,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit20,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit21,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit22,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit23,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit24,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit25,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit26,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit27,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit28,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit29,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit30,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit31,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit32,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit33,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit34,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit35,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit36,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit37,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit38,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit39,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit40,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit41,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit42,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit43,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit44,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit45,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit46,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit47,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,SMITH Neil,AUSTIN Matt,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit48,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit49,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit50,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit51,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit52,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit53,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit54,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit55,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit56,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit57,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit58,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit59,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit60,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit61,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit62,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit63,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit64,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit65,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit66,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit67,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit68,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit69,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit70,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit71,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit72,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit73,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit74,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit75,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit76,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit77,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit78,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,SMITH Neil,AUSTIN Matt,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit79,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit80,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit81,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit82,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit83,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit84,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,HALLIBURTON Pam,HALLIBURTON Pam
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit85,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit86,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit87,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit88,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit89,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit90,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit91,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit92,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,HALLIBURTON Pam,HALLIBURTON Pam
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit93,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit94,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit95,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit96,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit97,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit98,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit99,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit100,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit101,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit102,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit103,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit104,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit105,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit106,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit107,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit108,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit109,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit110,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit111,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit112,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit113,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit114,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit115,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit116,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit117,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit118,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit119,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit120,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit121,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit122,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit123,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit124,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit125,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,HALLIBURTON Pam,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit126,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit127,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit128,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,HALLIBURTON Pam,HALLIBURTON Pam,SMITH Neil
NSW_Local_Government_2016_Junee_Shire_Council 9 seats.csv__hit129,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,SMITH Neil,AUSTIN Matt,AUSTIN Matt,SMITH Neil,SMITH Neil,SMITH Neil
